DATE,DATE & TIME,SIDE,SYMBOL,QTY,PRICE,REALIZED P&L
1/17/1991,1991-01-17-09.34.30.000000,SELL,VDAG,5000 ,3.27,
1/17/1991,1991-01-17-09.36.25.000000,BUY,PPHE,1000 ,6.00,
1/17/1991,1991-01-17-09.43.29.000000,SELL,VDAG,5000 ,3.29,
1/17/1991,1991-01-17-09.44.14.000000,SELL,VDAG,5000 ,3.32,
1/17/1991,1991-01-17-09.44.59.000000,SELL,VDAG,5000 ,3.34,
1/17/1991,1991-01-17-09.46.16.000000,SELL,VDAG,5000 ,3.31,
1/17/1991,1991-01-17-09.54.49.000000,SELL,VDAG,5000 ,3.43,
1/17/1991,1991-01-17-10.02.17.000000,SELL,VDAG,5000 ,3.44,
1/17/1991,1991-01-17-10.25.32.000000,SELL,VDAG,5000 ,3.48,
1/17/1991,1991-01-17-11.23.34.000000,SELL,VDAG,5000 ,3.50,
1/17/1991,1991-01-17-12.02.19.000000,BUY,ZEIP,1000 ,9.22,
1/17/1991,1991-01-17-12.04.39.000000,BUY,ZEIP,1000 ,9.23,
1/17/1991,1991-01-17-12.44.50.000000,BUY,YZBF,6974 ,9.00,
1/17/1991,1991-01-17-12.46.26.000000,BUY,UGPB,2500 ,9.60,
1/17/1991,1991-01-17-13.14.45.000000,BUY,UGPB,2400 ,9.60,
1/17/1991,1991-01-17-13.43.52.000000,BUY,UGPB,1492 ,9.60,
1/17/1991,1991-01-17-15.27.50.000000,BUY,UNY,500 ,36.31,
1/17/1991,1991-01-17-15.27.50.000000,BUY,UNY,1000 ,36.31,
1/17/1991,1991-01-17-15.48.18.000000,SELL,NUP,1422 ,5.30,
1/18/1991,1991-01-18-12.04.26.000000,BUY,PBAR,2000 ,20.84,
1/18/1991,1991-01-18-13.10.37.000000,BUY,PBAR,1000 ,21.01,
1/18/1991,1991-01-18-13.18.28.000000,SELL,UNY,1500 ,37.30,
1/18/1991,1991-01-18-14.18.48.000000,BUY,CGTV,1000 ,10.70,
1/18/1991,1991-01-18-14.27.17.000000,BUY,VAGP,2000 ,21.18,
1/18/1991,1991-01-18-15.39.52.000000,BUY,CGTV,2000 ,10.70,
1/22/1991,1991-01-22-10.03.10.000000,BUY,YZBF,323 ,0.00,
1/22/1991,1991-01-22-10.03.10.000000,BUY,YZBF,323 ,0.00,
1/22/1991,1991-01-22-11.25.46.000000,SELL,PBAR,3000 ,22.00,
1/22/1991,1991-01-22-11.31.56.000000,BUY,HEV,600 ,48.92,
1/22/1991,1991-01-22-11.39.42.000000,BUY,NQRF,200 ,22.15,
1/22/1991,1991-01-22-11.39.42.000000,BUY,NQRF,600 ,22.23,
1/22/1991,1991-01-22-11.39.42.000000,BUY,NQRF,1200 ,22.25,
1/22/1991,1991-01-22-11.46.31.000000,BUY,NQRF,1000 ,22.50,
1/22/1991,1991-01-22-12.51.42.000000,BUY,JCM,700 ,51.17,
1/22/1991,1991-01-22-13.53.11.000000,BUY,PVR,2100 ,24.32,
1/22/1991,1991-01-22-13.53.11.000000,BUY,PVR,2900 ,24.33,
1/22/1991,1991-01-22-15.45.36.000000,BUY,NQRF,200 ,22.44,
1/22/1991,1991-01-22-15.45.36.000000,BUY,NQRF,800 ,22.44,
1/23/1991,1991-01-23-10.16.02.000000,BUY,NQRF,200 ,22.74,
1/23/1991,1991-01-23-10.16.02.000000,BUY,NQRF,800 ,22.75,
1/23/1991,1991-01-23-10.49.12.000000,BUY,ZEIP,395 ,9.44,
1/23/1991,1991-01-23-11.33.47.000000,BUY,ZEIP,500 ,9.33,
1/23/1991,1991-01-23-12.39.10.000000,BUY,YLO,10 ,61.73,
1/23/1991,1991-01-23-15.59.57.000000,SELL,NNCY,100 ,514.05,
1/24/1991,1991-01-24-10.12.20.000000,SELL,NQRF,2500 ,23.50,
1/24/1991,1991-01-24-10.37.10.000000,SELL,NQRF,1000 ,23.75,
1/24/1991,1991-01-24-10.39.55.000000,BUY,HEV,400 ,49.99,
1/24/1991,1991-01-24-10.50.07.000000,SELL,NQRF,1500 ,23.88,
1/24/1991,1991-01-24-10.54.43.000000,BUY,NNCY,125 ,462.48,
1/24/1991,1991-01-24-10.56.32.000000,BUY,UNY,500 ,38.26,
1/24/1991,1991-01-24-13.16.09.000000,BUY,JCM,1000 ,50.78,
1/24/1991,1991-01-24-13.35.56.000000,BUY,ZEIP,491 ,9.70,
1/24/1991,1991-01-24-13.35.56.000000,BUY,ZEIP,509 ,9.87,
1/24/1991,1991-01-24-13.49.26.000000,BUY,ZEIP,333 ,9.90,
1/24/1991,1991-01-24-14.04.40.000000,BUY,ZEIP,133 ,9.95,
1/24/1991,1991-01-24-15.04.43.000000,SELL,YB,18 ,39.62,
1/25/1991,1991-01-25-10.30.11.000000,SELL,NQRF,1000 ,24.00,
1/25/1991,1991-01-25-11.01.48.000000,BUY,OVY,11 ,45.81,
1/25/1991,1991-01-25-11.01.58.000000,SELL,RRZ,185 ,43.96,
1/25/1991,1991-01-25-11.03.54.000000,BUY,FCL,47 ,149.72,
1/25/1991,1991-01-25-11.41.48.000000,BUY,NNCY,25 ,444.18,
1/25/1991,1991-01-25-12.24.07.000000,SELL,DPBZ,300 ,63.86,
1/25/1991,1991-01-25-12.25.27.000000,SELL,AF,109 ,50.16,
1/25/1991,1991-01-25-12.26.56.000000,SELL,HEV,400 ,51.21,
1/25/1991,1991-01-25-12.28.45.000000,SELL,XYNP,150 ,56.33,
1/25/1991,1991-01-25-12.53.27.000000,BUY,UGPB,2436 ,9.55,
1/25/1991,1991-01-25-12.55.00.000000,SELL,NUP,2500 ,5.23,
1/25/1991,1991-01-25-13.07.45.000000,SELL,HEV,1000 ,51.00,
1/25/1991,1991-01-25-14.16.31.000000,BUY,NNCY,50 ,443.62,
1/25/1991,1991-01-25-14.53.52.000000,BUY,NNCY,25 ,445.18,
1/25/1991,1991-01-25-15.09.52.000000,SELL,FCCC,6420 ,10.00,
1/28/1991,1991-01-28-09.35.44.000000,SELL,PPHE,5000 ,6.85,
1/28/1991,1991-01-28-09.42.46.000000,SELL,FCCC,3580 ,10.00,
1/28/1991,1991-01-28-09.45.48.000000,BUY,NNCY,75 ,445.70,
1/28/1991,1991-01-28-09.47.18.000000,BUY,CGTV,1500 ,10.20,
1/28/1991,1991-01-28-09.53.43.000000,SELL,NUP,2500 ,5.32,
1/28/1991,1991-01-28-09.56.37.000000,BUY,NNCY,25 ,447.61,
1/28/1991,1991-01-28-10.08.42.000000,SELL,ZPC,1000 ,7.64,
1/28/1991,1991-01-28-10.18.54.000000,BUY,NNCY,50 ,445.13,
1/28/1991,1991-01-28-10.19.57.000000,BUY,NNCY,25 ,445.06,
1/28/1991,1991-01-28-10.22.45.000000,BUY,NNCY,50 ,446.31,
1/28/1991,1991-01-28-11.06.34.000000,BUY,EEP,300 ,67.29,
1/28/1991,1991-01-28-11.06.34.000000,BUY,EEP,450 ,67.29,
1/28/1991,1991-01-28-11.32.58.000000,BUY,YZBF,1000 ,9.39,
1/28/1991,1991-01-28-11.41.43.000000,BUY,NQRF,200 ,22.84,
1/28/1991,1991-01-28-11.41.43.000000,BUY,NQRF,400 ,22.85,
1/28/1991,1991-01-28-11.41.43.000000,BUY,NQRF,900 ,23.02,
1/28/1991,1991-01-28-11.44.44.000000,SELL,RIBY,10000 ,6.48,
1/28/1991,1991-01-28-12.00.25.000000,BUY,ZEIP,534 ,9.50,
1/28/1991,1991-01-28-12.20.05.000000,BUY,NNCY,50 ,452.22,
1/28/1991,1991-01-28-12.50.18.000000,SELL,NUP,2500 ,5.32,
1/28/1991,1991-01-28-14.38.57.000000,SELL,RIBY,400 ,6.51,
1/28/1991,1991-01-28-14.39.58.000000,SELL,RIBY,10000 ,6.47,
1/28/1991,1991-01-28-14.45.02.000000,BUY,YZBF,12 ,9.22,
1/28/1991,1991-01-28-14.56.34.000000,BUY,NCP,200 ,79.40,
1/28/1991,1991-01-28-14.56.34.000000,BUY,NCP,500 ,79.40,
1/28/1991,1991-01-28-15.16.36.000000,SELL,NUP,2500 ,5.33,
1/28/1991,1991-01-28-15.19.00.000000,BUY,ZEIP,972 ,9.45,
1/28/1991,1991-01-28-15.25.36.000000,SELL,RIBY,5000 ,6.50,
1/28/1991,1991-01-28-15.36.44.000000,BUY,TR,94 ,22.50,
1/28/1991,1991-01-28-15.44.55.000000,SELL,RIBY,14687 ,6.46,
1/28/1991,1991-01-28-15.51.21.000000,SELL,NUP,2500 ,5.40,
1/29/1991,1991-01-29-09.33.44.000000,SELL,XREK,6500 ,8.00,
1/29/1991,1991-01-29-09.40.39.000000,SELL,XREK,5000 ,8.00,
1/29/1991,1991-01-29-09.43.05.000000,SELL,DER,5000 ,18.54,
1/29/1991,1991-01-29-09.45.54.000000,BUY,JCM,1000 ,51.05,
1/29/1991,1991-01-29-09.48.32.000000,BUY,TYJ,4000 ,12.35,
1/29/1991,1991-01-29-11.32.51.000000,BUY,ZTZ,4000 ,12.60,
1/29/1991,1991-01-29-11.33.35.000000,BUY,QSF,1000 ,37.87,
1/29/1991,1991-01-29-11.34.19.000000,BUY,ZTZ,1000 ,12.62,
1/29/1991,1991-01-29-11.34.56.000000,BUY,ZTZ,1000 ,12.62,
1/29/1991,1991-01-29-11.35.55.000000,BUY,NQRF,200 ,23.87,
1/29/1991,1991-01-29-11.35.55.000000,BUY,NQRF,590 ,23.51,
1/29/1991,1991-01-29-11.35.55.000000,BUY,NQRF,710 ,23.96,
1/29/1991,1991-01-29-11.36.08.000000,BUY,ON,50 ,73.57,
1/29/1991,1991-01-29-11.36.08.000000,BUY,ON,200 ,73.56,
1/29/1991,1991-01-29-12.00.16.000000,BUY,IZJ,1500 ,77.94,
1/29/1991,1991-01-29-12.03.11.000000,BUY,IZJ,1000 ,78.36,
1/29/1991,1991-01-29-12.04.28.000000,BUY,IZJ,1000 ,78.49,
1/29/1991,1991-01-29-12.25.42.000000,SELL,RIBY,9201 ,6.46,
1/29/1991,1991-01-29-14.12.36.000000,BUY,ZEIP,528 ,9.44,
1/29/1991,1991-01-29-14.30.05.000000,BUY,ZEIP,500 ,9.45,
1/29/1991,1991-01-29-14.33.16.000000,BUY,POV,17 ,51.32,
1/29/1991,1991-01-29-14.37.00.000000,BUY,CGTV,1000 ,10.45,
1/29/1991,1991-01-29-14.39.59.000000,BUY,IZJ,1000 ,78.01,
1/29/1991,1991-01-29-15.40.24.000000,BUY,ZEIP,250 ,9.40,
1/30/1991,1991-01-30-09.54.06.000000,SELL,TYQ,5 ,162.40,
1/30/1991,1991-01-30-09.54.29.000000,BUY,GVC,4 ,120.29,
1/30/1991,1991-01-30-10.43.05.000000,SELL,MEBM,4 ,102.45,
1/30/1991,1991-01-30-12.25.59.000000,BUY,QKW,39 ,39.73,
1/30/1991,1991-01-30-12.27.26.000000,SELL,CETB,14 ,99.92,
1/30/1991,1991-01-30-14.30.14.000000,BUY,SVB,5000 ,19.84,
1/30/1991,1991-01-30-14.34.39.000000,BUY,SVB,2000 ,19.90,
1/30/1991,1991-01-30-14.36.36.000000,BUY,SVB,3000 ,19.88,
1/30/1991,1991-01-30-15.03.57.000000,BUY,SVB,5000 ,19.90,
1/30/1991,1991-01-30-15.14.12.000000,BUY,PPHE,200 ,6.00,
1/30/1991,1991-01-30-15.14.12.000000,BUY,PPHE,200 ,6.03,
1/30/1991,1991-01-30-15.14.12.000000,BUY,PPHE,4600 ,5.83,
1/30/1991,1991-01-30-15.17.12.000000,SELL,FCCC,400 ,10.03,
1/30/1991,1991-01-30-15.17.12.000000,SELL,FCCC,4600 ,10.04,
1/30/1991,1991-01-30-15.23.32.000000,BUY,PPHE,2500 ,6.08,
1/30/1991,1991-01-30-15.30.56.000000,BUY,SVB,3000 ,19.73,
1/30/1991,1991-01-30-15.35.59.000000,BUY,PPHE,100 ,6.00,
1/30/1991,1991-01-30-15.35.59.000000,BUY,PPHE,2400 ,6.15,
1/31/1991,1991-01-31-09.38.56.000000,BUY,SVB,200 ,17.27,
1/31/1991,1991-01-31-09.38.56.000000,BUY,SVB,800 ,17.27,
1/31/1991,1991-01-31-09.49.52.000000,BUY,PPHE,6000 ,6.60,
1/31/1991,1991-01-31-10.00.08.000000,BUY,PPHE,2555 ,6.69,
1/31/1991,1991-01-31-10.30.29.000000,BUY,PPHE,800 ,6.80,
1/31/1991,1991-01-31-11.00.07.000000,BUY,YZBF,2000 ,9.59,
1/31/1991,1991-01-31-11.08.18.000000,BUY,PPHE,1500 ,6.85,
1/31/1991,1991-01-31-11.09.38.000000,BUY,PPHE,1500 ,6.85,
1/31/1991,1991-01-31-11.17.45.000000,BUY,SVB,1000 ,17.18,
1/31/1991,1991-01-31-11.24.03.000000,BUY,PPHE,6800 ,6.80,
1/31/1991,1991-01-31-11.41.21.000000,BUY,PPHE,5000 ,6.80,
1/31/1991,1991-01-31-11.43.49.000000,BUY,PPHE,4400 ,6.79,
9/25/1991,1991-01-31-11.54.38.000000,SELL,XREK,2500 ,10.45,
1/31/1991,1991-01-31-12.18.15.000000,BUY,PPHE,2500 ,6.77,
1/31/1991,1991-01-31-12.54.11.000000,SELL,OXF,57 ,13.27,
1/31/1991,1991-01-31-13.24.15.000000,BUY,PPHE,1000 ,6.87,
1/31/1991,1991-01-31-13.33.31.000000,BUY,PPHE,445 ,6.88,
2/1/1991,1991-02-01-10.12.22.000000,SELL,YZBF,100 ,9.79,
2/1/1991,1991-02-01-11.56.04.000000,BUY,OPF.P,2200 ,25.50,
2/4/1991,1991-02-04-09.30.00.000000,BUY,RKKV,5 ,31.19,
2/4/1991,1991-02-04-09.30.00.000000,BUY,RKKV,2 ,31.19,
2/4/1991,1991-02-04-09.30.11.000000,SELL,PPHE,3631 ,8.11,
2/4/1991,1991-02-04-09.37.45.000000,BUY,UGPB,5000 ,9.65,
2/4/1991,1991-02-04-09.44.20.000000,BUY,SVB,1000 ,17.17,
2/4/1991,1991-02-04-10.26.11.000000,BUY,ZEIP,500 ,9.60,
2/4/1991,1991-02-04-10.46.50.000000,SELL,VAGP,2000 ,21.35,
2/4/1991,1991-02-04-10.46.52.000000,SELL,VAGP,2000 ,21.35,
2/4/1991,1991-02-04-11.04.20.000000,SELL,RIBY,5399 ,6.57,
2/4/1991,1991-02-04-11.18.34.000000,BUY,PPHE,1500 ,7.62,
2/4/1991,1991-02-04-11.31.53.000000,BUY,XGBF,1800 ,4.51,
2/4/1991,1991-02-04-11.31.53.000000,BUY,XGBF,3200 ,4.51,
2/4/1991,1991-02-04-11.33.28.000000,BUY,XGBF,3000 ,4.52,
2/4/1991,1991-02-04-11.37.26.000000,BUY,NQRF,1000 ,23.70,
2/4/1991,1991-02-04-11.38.26.000000,BUY,UNY,500 ,40.97,
2/4/1991,1991-02-04-12.13.56.000000,BUY,ZEIP,275 ,9.79,
2/4/1991,1991-02-04-12.18.15.000000,BUY,ZEIP,500 ,9.80,
2/4/1991,1991-02-04-12.19.26.000000,BUY,ZEIP,225 ,9.80,
2/4/1991,1991-02-04-12.24.28.000000,SELL,GQT,10 ,138.72,
2/4/1991,1991-02-04-12.43.38.000000,BUY,PPHE,1000 ,7.84,
2/4/1991,1991-02-04-12.44.58.000000,BUY,PPHE,1000 ,7.83,
2/4/1991,1991-02-04-12.46.26.000000,BUY,PPHE,500 ,7.85,
2/4/1991,1991-02-04-13.32.03.000000,BUY,PPHE,1000 ,7.95,
2/4/1991,1991-02-04-13.48.59.000000,SELL,RIBY,1200 ,6.62,
2/4/1991,1991-02-04-13.48.59.000000,SELL,RIBY,1800 ,6.77,
2/4/1991,1991-02-04-14.00.31.000000,BUY,ZEIP,750 ,9.53,
2/4/1991,1991-02-04-14.06.05.000000,BUY,PPHE,5000 ,7.85,
2/4/1991,1991-02-04-14.28.51.000000,SELL,RIBY,5000 ,6.61,
2/4/1991,1991-02-04-14.49.21.000000,BUY,UGPB,1 ,9.57,
2/4/1991,1991-02-04-14.54.42.000000,SELL,PPHE,3528 ,7.86,
2/5/1991,1991-02-05-09.19.31.000000,BUY,PPHE,3000 ,7.86,
2/5/1991,1991-02-05-09.35.59.000000,BUY,SAFE,3000 ,16.10,
2/5/1991,1991-02-05-09.54.22.000000,BUY,PPHE,5000 ,7.87,
2/5/1991,1991-02-05-09.57.45.000000,SELL,YZBF,400 ,9.80,
2/5/1991,1991-02-05-10.02.54.000000,SELL,FCCC,5000 ,10.15,
2/5/1991,1991-02-05-10.22.54.000000,BUY,PPHE,3000 ,8.00,
2/5/1991,1991-02-05-10.24.09.000000,SELL,PPHE,5000 ,8.25,
2/5/1991,1991-02-05-10.48.13.000000,SELL,PIF,3182 ,51.40,
2/5/1991,1991-02-05-11.32.35.000000,BUY,SAFE,2000 ,16.35,
2/5/1991,1991-02-05-11.51.36.000000,SELL,YZBF,3810 ,9.73,
2/5/1991,1991-02-05-11.53.01.000000,SELL,RIBY,200 ,6.70,
2/5/1991,1991-02-05-11.53.01.000000,SELL,RIBY,1800 ,6.66,
2/5/1991,1991-02-05-11.57.26.000000,BUY,ZEIP,1000 ,10.00,
2/5/1991,1991-02-05-12.00.31.000000,BUY,SAFE,2500 ,16.44,
2/5/1991,1991-02-05-12.01.19.000000,BUY,ZEIP,250 ,10.03,
2/5/1991,1991-02-05-12.11.23.000000,BUY,ZEIP,245 ,10.03,
2/5/1991,1991-02-05-12.16.11.000000,BUY,ZEIP,505 ,10.04,
2/5/1991,1991-02-05-12.29.48.000000,BUY,ZEIP,222 ,10.10,
2/5/1991,1991-02-05-12.31.53.000000,BUY,ZEIP,223 ,10.10,
2/5/1991,1991-02-05-12.33.39.000000,BUY,ZEIP,315 ,10.10,
2/5/1991,1991-02-05-12.39.44.000000,BUY,ZEIP,555 ,10.17,
2/5/1991,1991-02-05-12.42.48.000000,BUY,ZEIP,385 ,10.20,
2/5/1991,1991-02-05-12.47.19.000000,BUY,ZEIP,300 ,10.22,
2/5/1991,1991-02-05-12.48.37.000000,BUY,ZEIP,200 ,10.19,
2/5/1991,1991-02-05-12.49.33.000000,BUY,ZEIP,200 ,10.22,
2/5/1991,1991-02-05-12.50.42.000000,BUY,ZEIP,750 ,10.43,
2/5/1991,1991-02-05-12.54.57.000000,SELL,VOZ,100 ,203.06,
2/5/1991,1991-02-05-13.53.51.000000,BUY,ZEIP,300 ,10.49,
2/5/1991,1991-02-05-13.54.12.000000,BUY,ZEIP,150 ,10.49,
2/5/1991,1991-02-05-13.55.21.000000,BUY,ZEIP,666 ,10.50,
2/5/1991,1991-02-05-13.57.55.000000,BUY,ZEIP,333 ,10.50,
2/5/1991,1991-02-05-14.07.22.000000,BUY,ZEIP,301 ,10.50,
2/5/1991,1991-02-05-14.10.29.000000,BUY,ZEIP,225 ,10.50,
2/5/1991,1991-02-05-14.33.42.000000,BUY,PPHE,1000 ,7.96,
2/5/1991,1991-02-05-14.46.58.000000,SELL,EEP,750 ,69.20,
2/5/1991,1991-02-05-14.49.47.000000,SELL,NCP,700 ,82.93,
2/5/1991,1991-02-05-14.50.57.000000,BUY,PPHE,2000 ,7.97,
2/5/1991,1991-02-05-14.55.24.000000,BUY,SAFE,2000 ,16.70,
2/5/1991,1991-02-05-15.04.09.000000,BUY,SAFE,2500 ,16.71,
2/5/1991,1991-02-05-15.06.16.000000,BUY,ZEIP,1000 ,10.31,
2/5/1991,1991-02-05-15.21.32.000000,SELL,YZBF,1529 ,9.73,
2/5/1991,1991-02-05-15.25.05.000000,SELL,PPHE,5000 ,8.10,
2/5/1991,1991-02-05-15.48.37.000000,BUY,ZEIP,1625 ,10.02,
2/5/1991,1991-02-05-15.49.44.000000,BUY,ZEIP,155 ,10.36,
2/6/1991,1991-02-06-07.53.51.000000,SELL,PPHE,8000 ,8.30,
2/6/1991,1991-02-06-08.35.51.000000,SELL,MGF,50 ,30.98,
2/6/1991,1991-02-06-09.32.33.000000,BUY,JZO,2000 ,35.58,
2/6/1991,1991-02-06-09.33.46.000000,SELL,YZBF,3454 ,9.73,
2/6/1991,1991-02-06-09.37.56.000000,SELL,RYAX,5000 ,6.90,
2/6/1991,1991-02-06-09.39.44.000000,SELL,PPHE,5000 ,8.30,
2/6/1991,1991-02-06-09.42.38.000000,BUY,ZEIP,1000 ,10.40,
2/6/1991,1991-02-06-09.50.53.000000,BUY,SAFE,2500 ,16.46,
2/6/1991,1991-02-06-09.53.13.000000,BUY,PPHE,2000 ,8.20,
2/6/1991,1991-02-06-09.54.26.000000,BUY,PPHE,2000 ,8.10,
2/6/1991,1991-02-06-10.11.17.000000,BUY,PPHE,5000 ,7.90,
2/6/1991,1991-02-06-10.33.36.000000,BUY,ABI,1000 ,66.86,
2/6/1991,1991-02-06-10.35.12.000000,BUY,VJZ,100 ,89.81,
2/6/1991,1991-02-06-10.44.35.000000,BUY,ZEIP,1000 ,10.66,
2/6/1991,1991-02-06-10.48.04.000000,SELL,CGTV,3500 ,11.50,
2/6/1991,1991-02-06-10.55.49.000000,SELL,RIBY,5000 ,6.80,
2/6/1991,1991-02-06-12.11.09.000000,BUY,ZEIP,500 ,11.00,
2/6/1991,1991-02-06-12.13.31.000000,SELL,CGTV,686 ,11.55,
2/6/1991,1991-02-06-12.25.08.000000,SELL,YZBF,1000 ,9.73,
2/6/1991,1991-02-06-12.46.06.000000,BUY,UNY,2600 ,40.19,
2/6/1991,1991-02-06-12.46.06.000000,BUY,UNY,7400 ,40.20,
2/6/1991,1991-02-06-12.46.06.000000,BUY,UNY,100 ,40.18,
2/6/1991,1991-02-06-12.46.06.000000,BUY,UNY,1000 ,40.20,
2/6/1991,1991-02-06-13.43.41.000000,BUY,PPHE,5000 ,7.85,
2/6/1991,1991-02-06-14.00.13.000000,BUY,ZEIP,500 ,10.87,
2/7/1991,1991-02-07-09.32.16.000000,SELL,RIBY,54 ,6.90,
2/7/1991,1991-02-07-09.37.28.000000,SELL,RYAX,2500 ,6.88,
2/7/1991,1991-02-07-09.44.10.000000,SELL,YZBF,3000 ,9.73,
2/7/1991,1991-02-07-09.57.45.000000,SELL,RYAX,2500 ,6.90,
2/7/1991,1991-02-07-10.07.21.000000,SELL,YZBF,5612 ,9.80,
2/7/1991,1991-02-07-10.14.53.000000,SELL,NBARM,1000 ,0.03,
2/7/1991,1991-02-07-10.19.38.000000,BUY,SAFE,2500 ,16.12,
2/7/1991,1991-02-07-10.37.49.000000,BUY,PPHE,2000 ,7.20,
2/7/1991,1991-02-07-10.48.26.000000,BUY,PPHE,925 ,7.20,
2/7/1991,1991-02-07-10.48.26.000000,BUY,PPHE,1075 ,7.25,
